year	country	iso	ifs	pop	rgdpmad	rgdpbarro	rconsbarro	gdp	iy	cpi	ca	imports	exports	narrowm	money	stir	ltrate	hpnom	unemp	wage	debtgdp	revenue	expenditure	xrusd	tloans	tmort	thh	tbus	bdebt	lev	ltd	noncore	crisisJST	crisisJST_old	peg	peg_strict	peg_type	peg_base	JSTtrilemmaIV	eq_tr	housing_tr	bond_tr	bill_rate	rent_ipolated	housing_capgain_ipolated	housing_capgain	housing_rent_rtn	housing_rent_yd	eq_capgain	eq_dp	eq_capgain_interp	eq_tr_interp	eq_dp_interp	bond_rate	eq_div_rtn	capital_tr	risky_tr	safe_tr
1924	Switzerland	CHE	146	3896	7226.394	27.56129	29.88	9069.019		21.27589	66	2505	2070	2583.896	7025.5	4	5.31	9.702796	3.181745	6.187906	0.258462	375.7	376.3	5.4876	10000	5257	5111.79	4888.21	8197.02	12.97163	155.7875	47.68967	0	0	0	0	FLOAT	HYBRID	0	0.120849	0.132384	0.03707	0.041			0.082589	0.049795	0.045996	0.0722	0.04605				0.0531	0.049374	0.112814	0.130281	0.039035
1925	Switzerland	CHE	146	3910	7361.068	28.17325	31.28	9285.1		21.15	243	2633	2039	2514.668	7425.1	3.5	5.05	9.989861	2.397317	6.22702	0.247924	391.4	376.5	5.1742	10461	5540	5386.97	5074.03	8508.62	12.48815	154.1556	47.51334	0	0	1	1	PEG	HYBRID	0	0.175107	0.078959	0.079993	0.0435			0.029897	0.049062	0.047638	0.123095	0.047817				0.0505	0.053703	0.091284	0.097823	0.061747
1926	Switzerland	CHE	146	3932	7497.244	28.84505	31.31	9195.852		20.39464	278	2415	1836	2542.713	8055.8	3.5	4.8	10.01969	3.035865	6.273958	0.244567	456.7	382.8	5.1779	11186	5832	5670.91	5515.09	9248.231	12.21245	150.3899	46.7459	0	0	1	1	PEG	HYBRID	0.2925	0.2169	0.05416	0.054672	0.042			0.003003	0.051157	0.051004						0.048		0.084222	0.091662	0.048336
1927	Switzerland	CHE	146	3956	7962.014	30.45331	32.9	9590.056		20.14286	479	2564	2023	2653.881	8568.8	3.5	4.79	10.03584	2.536266	6.266135	0.237955	396.3	360.8	5.1916	12247	6144	5974.29	6272.71	10518.68	12.2462	155.0842	47.64651	0	0	1	1	PEG	HYBRID	-0.25167	0.260991	0.056778	0.050938	0.042			0.001996	0.054782	0.054673						0.0479		0.101088	0.111485	0.046469
1928	Switzerland	CHE	146	3988	8353.462	32.11957	33.98	10291.78		20.26875	489	2719	2133	2780.966	9311.7	3.5	4.73	10.74997	1.794139	6.266135	0.220662	448.3	365.7	5.1922	13195	6502	6322.4	6872.6	11524.63	12.26167	155.0164	47.89422	0	0	1	1	PEG	HYBRID	0.38625	0.211144	0.127006	0.047416	0.042			0.070717	0.056289	0.052571						0.0473		0.134514	0.150097	0.044708
1929	Switzerland	CHE	146	4022	8635.802	33.47197	35.01	10475.33		20.26875	462	2731	2098	2976.268	10143.3	3.5	4.66	10.07261	1.734702	6.391301	0.212022	517.4	376.9	5.1869	14255	6915	6723.99	7531.01	12628.72	12.12121	151.4073	47.72058	0	0	1	1	PEG	HYBRID	0.708333	-0.06182	-0.00943	0.047438	0.042			-0.06326	0.053829	0.057463						0.0466		-0.0133	-0.02308	0.044719
1930	Switzerland	CHE	146	4051	8491.669	33.4067	32.79	10305.28		19.89107	268	2564	1762	3242.06	10897.2	2.5	4.12	9.567912	2.731448	6.422593	0.220372	634.7	483.4	5.1594	14700	7154	6956.39	7743.61	12985.23	11.81607	146.3998	47.11366	0	0	1	1	PEG	HYBRID	-1.72125	-0.05557	0.009154	0.05877	0.041			-0.04965	0.058806	0.061878						0.0412		0.002502	-0.00571	0.049885
1931	Switzerland	CHE	146	4080	8437.191	32.32539	35.64	9914.744		18.88393	-80	2251	1349	6411.103	11237.1	2	3.86	9.328386	5.092067	6.516467	0.216344	488.6	403.6	5.1544	14555	7552	7343.39	7211.61	12093.12	12.75224	149.0985	45.33236	1	1	1	1	PEG	HYBRID	-0.82042	-0.3009	0.037083	0.059305	0.0355			-0.02508	0.062161	0.06376						0.0386		-0.0068	-0.0164	0.047403
1932	Switzerland	CHE	146	4102	7862.16	31.26802	35.24	8938.41		17.37321	-283	1763	801	6576.086	11150.2	2	3.8	9.160418	11.23794	6.250489	0.235948	471.7	432.5	5.1533	14596	8126	7901.54	6694.46	11225.91	12.9807	152.3909	44.81447	0	0	1	1	PEG	HYBRID	-0.13208	0.051598	0.045539	0.048569	0.0302			-0.01822	0.06376	0.064943						0.038		0.045478	0.046584	0.039384
1933	Switzerland	CHE	146	4122	8057.293	32.88344	36.82	8817.458		16.49196	-115	1594	853	5534.393	10630.7	2	4.02	9.160418	12.95221	6.156614	0.248371	439.9	450.2	4.0265	14435	8403	8170.89	6264.11	10504.26	12.64752	156.5279	44.87088	0	0	1	1	PEG	HYBRID	-0.32333	0.095407	0.063467	0.037288	0.029883			0	0.063467	0.063467						0.0402		0.063795	0.069254	0.033586
1934	Switzerland	CHE	146	4140	8086.254	32.83475	37.4	8629.756		16.24018	-4	1435	844	5117.766	10412.6	2	4.16	9.343626	12.12233	5.992334	0.265477	485.3	497.1	3.0896	14320	8583	8345.92	5974.08	10017.91	12.76482	159.0934	44.66031	0	0	1	1	PEG	HYBRID	-0.14417	-0.07247	0.082232	0.033988	0.030392			0.019651	0.062582	0.061376						0.0416		0.051292	0.054847	0.03219
1935	Switzerland	CHE	146	4155	7697.797	32.3613	37.43	8181.742		16.11429	2	1283	822	4418.924	9787.6	2.5	4.64	9.600118	14.93818	5.867167	0.28478	524.6	505.1	3.0772	13720	9420	9159.8	4560.2	7646.98	12.94439	165.1222	45.62173	0	0	1	1	PEG	HYBRID	0.482917	-0.11325	0.087765	0.037719	0.030158			0.027837	0.059928	0.058305						0.0464		0.052347	0.055955	0.033938
1936	Switzerland	CHE	146	4168	7574.233	31.85369	35	8169.272		16.36607	52	1266	882	6584.171	10492.3	1.5	4.43	9.801647	16.87737	5.742001	0.329895	542.1	517.6	3.3125	13244	9394	9134.51	4109.49	6891.187	11.91925	149.4977	44.37049	0	0	1	1	PEG	HYBRID	0.309583	0.525167	0.07773	0.054342	0.030033			0.020833	0.056897	0.055736						0.0443		0.158235	0.181365	0.042187
1937	Switzerland	CHE	146	4180	8360.382	33.06195	37.36	9409.9		17.24732	-37	1807	1286	8005.352	11331.2	1.5	3.41	10.00318	13.34209	5.702887	0.285232	563.4	537.3	4.3596	13016	9448	9187.02	3828.98	6420.801	11.56944	138.4828	42.53836	0	0	0	0	FLOAT	HYBRID	0	0.077848	0.07504	0.041131	0.029758			0.020408	0.054632	0.053539						0.0341		0.069861	0.075658	0.035445
1938	Switzerland	CHE	146	4192	7966.641	33.08886	36.2	9272.213		17.24732	169	1607	1317	8526.577	11705	1.5	3.24	10.14974	12.01387	5.921928	0.299497	569.4	604.4	4.3723	12941	9523	9259.95	3681.05	6172.737	11.65765	135.1541	40.76342	0	0	0	0	FLOAT	HYBRID	0	0.017959	0.067998	0.056387	0.026458			0.015	0.052998	0.052215						0.0324		0.054379	0.056565	0.041422
1939	Switzerland	CHE	146	4206	8092.206	33.3886	38.47	9698.173		17.37321	-186	1889	1298	6994.987	11850.9	1.5	3.76	9.710043	7.402254	6.047094	0.320885	621.5	964	4.4396	12827	9632	9365.94	3461.06	5803.837	11.96388	135.6493	39.38462	0	0	0	0	FLOAT	HYBRID		-0.16497	0.008599	0.017322	0.024833			-0.04335	0.051949	0.054303						0.0376		-0.01687	-0.02427	0.021078
1940	Switzerland	CHE	146	4226	8138.787	31.89625	37.73	10847.98		19.00982		1854	1316	8422.484	12266	1.5	4.06	9.288664	3.086959	6.22702	0.378043	932.9	1806.8	4.4099	12660	9646	9379.55	3280.45	5500.973	11.90677	134.3806	39.79422	0	0	1	1	PEG	USA		0.036218	0.011048	0.017672	0.025925			-0.04325	0.054303	0.056758						0.0406		0.016546	0.015273	0.021799
1941	Switzerland	CHE	146	4254	8046.674	30.18017	35.15	11839.89		21.90536		2024	1463	8282.513	12799	1.5	3.39	8.99553	2.011248	6.696394	0.436828	1283	2141.9	4.3086	12675	9636	9369.83	3305.17	5542.426	11.87038	130.2672	39.15708	0	0	1	1	PEG	USA		0.346609	0.025485	0.060974	0.02625			-0.03122	0.056701	0.058528						0.0339		0.07771	0.087241	0.043612
1942	Switzerland	CHE	146	4286	7668.759	29.17886	33.72	12795.26		24.29732		2049	1572	9669.333	13782.1	1.5	3.15	8.77568	2.00436	7.337871	0.474238	1458.7	2261.4	4.3	12791	9630	9364	3427.01	5746.739	11.67505	124.2569	37.66879	0	0	0	0	FLOAT	USA		0.064278	0.034201	0.034295	0.025033			-0.02444	0.058645	0.060115						0.0315		0.037668	0.04015	0.029664
1943	Switzerland	CHE	146	4323	7642.794	29.58755	33.59	13459.06		25.55625		1727	1629	10512.69	14893.2	1.5	3.32	9.013851	1.547422	7.915914	0.530887	1505.5	2482.3	4.297	12781	9708	9439.84	3341.16	5602.777	11.40641	115.8224	35.59589	0	0	0	0	FLOAT	USA		-0.01599	0.086431	0.033628	0.0249			0.026196	0.060235	0.058697						0.0332		0.057515	0.067822	0.029264
1944	Switzerland	CHE	146	4364	7724.139	29.73046	32.34	13940.37		26.18571		1186	1132	11203.7	16306.9	1.5	3.27	10.03982	1.596726	8.421631	0.629784	1597.6	2594	4.29	13021	9847	9575	3446	5778.583	11.04879	109.8262	33.84298	0	0	0	0	FLOAT	USA		0.05572	0.173425	0.029585	0.024783			0.114317	0.059108	0.053044						0.0327		0.113385	0.151714	0.027184
1945	Switzerland	CHE	146	4412	7475.094	31.5071	31.83	14839.87		26.4375		1225	1474	12090.01	17599.6	1.5	3.29	11.52381	1.52101	8.951084	0.687658	1513.4	2323.1	4.29	13337	9944	9669.32	3667.68	6150.317	10.431	103.2391	32.63804	0	0	0	0	FLOAT	USA		0.160464	0.200769	0.026013	0.024633			0.14741	0.053359	0.046504						0.0329		0.137548	0.192718	0.025323
1946	Switzerland	CHE	146	4467	8996.931	35.48318	40.63	18136.86		26.18571		3423	2676	12221.39	18773.7	1.5	3.1	12.36656	1.013058	9.868148	0.869223	2411.3	2212.9	3.6	14831	10339	10053.4	4777.59	8011.521	9.829212	107.175	33.18043	0	0	0	0	FLOAT	USA		0.0759	0.120564	0.033548	0.024192			0.073785	0.046779	0.043564						0.031		0.079288	0.111738	0.02887
1947	Switzerland	CHE	146	4524	9182.169	37.78605	42.11	20227.06		27.31875		4820	3268	13049.85	19800	1.5	3.17	13.17268	0.746733	10.59705	0.750514	2208.9	1946.7	4.14	16377	10931	10629.1	5747.94	9638.696	9.512791	110.4738	32.87767	0	0	1	0	PEG	USA		0.098682	0.108621	0.030031	0.023117			0.064673	0.043948	0.041279						0.0317		0.077445	0.106649	0.026574
1948	Switzerland	CHE	146	4582	9115.653	37.53542	40.97	20079.89	0.174008	28.19728	-414.96	4999	3435	14159.25	20409.1	1.5	3.42	13.59406	0.641434	11.19656	0.760187	2239.3	1946.6	3.99	17165	11588	11267.9	5897.09	9888.806	9.323849	111.8113	33.58442	0	0	1	0	PEG	USA		-0.05215	0.073691	0.023954	0.023283			0.031891	0.0418	0.040508						0.0342		0.039897	0.0498	0.023619
1949	Switzerland	CHE	146	4640	8756.594	35.74886	40.55	21160.62	0.163617	27.97225	563.3	3791	3457	15012.72	21417.5	1.5	2.94	14.80324	1.61883	11.36098	0.713157	1639.7	1581.4	4.3	17492	12276	11936.9	5555.09	9315.308	9.145613	106.5424	32.38091	0	0	1	0	PEG	USA		0.140619	0.13001	0.043798	0.023683			0.089036	0.040974	0.037624						0.0294		0.096209	0.132111	0.033741
1950	Switzerland	CHE	146	4694	9063.698	37.85163	41.71	23192.38	0.158325	27.53951	308.88	4536	3911	14606.2	21963.6	1.5	2.67	15.33454	1.835298	11.41975	0.669255	1973.7	1637	4.29	18724	12910	12553.4	6170.61	10347.47	8.789483	107.5505	32.66074	0	0	1	1	PEG	USA	0	0.096814	0.07429	0.057424	0.023133			0.035811	0.038479	0.037149						0.0267		0.065151	0.07878	0.040279
1951	Switzerland	CHE	146	4749	9684.144	40.26273	41.76	24505.46	0.184762	28.85504	-126.44	5916	4691	15010.25	22808.6	1.5	2.95	16.37883	0.760509	11.8489	0.644839	1757	1786.5	4.36	20118	13597	13221.4	6896.58	11564.85	8.560554	110.5531	33.08862	0	0	1	1	PEG	USA	0.54	0.195336	0.107293	0.006578	0.0231			0.068493	0.0388	0.036312						0.0295		0.088508	0.12693	0.014839
1952	Switzerland	CHE	146	4815	9630.114	40.01895	41.54	25721.28	0.187652	29.58204	659.12	5206	4749	15417.04	23788.3	1.5	2.84	17.75289	1.011454	12.26025	0.629	1950	2161.5	4.28	21353	14441	14042.1	7310.9	12259.62	8.310711	109.7421	32.77449	0	0	1	1	PEG	USA	0.31	0.083687	0.121496	0.021785	0.023117			0.083639	0.037858	0.034936						0.0284		0.082145	0.11299	0.022451
1953	Switzerland	CHE	146	4878	9840.303	40.83274	42.14	27255.91	0.193487	29.39164	1411.41	5071	5165	15645.78	25063.3	1.5	2.55	19.2552	0.948332	12.43654	0.606558	1975	1884.1	4.29	22531	15308	14885.2	7645.85	12821.29	8.046332	107.784	32.33456	0	0	1	1	PEG	USA	0.58	0.104755	0.120719	0.038633	0.023117			0.08507	0.035649	0.032854						0.0255		0.088112	0.117103	0.030875
1954	Switzerland	CHE	146	4929	10287.08	42.65163	43.4	29401.15	0.199445	29.59935	1040.04	5592	5272	16273.09	26588.3	1.5	2.62	20.09796	0.818421	12.6069	0.575095	2320	1959.2	4.28	24296	16303	15852.7	8443.33	14158.58	7.809218	109.1532	32.13935	0	0	1	1	PEG	USA	-0.01	0.261428	0.077125	0.031547	0.0231			0.043614	0.033511	0.03211						0.0262		0.094204	0.125426	0.027324
1955	Switzerland	CHE	146	4980	10866.87	44.96228	44.65	31611.24	0.206947	29.8763	646.28	6401	5622	16708.65	27988.7	1.5	2.97	21.1056	0.527834	13.01231	0.537785	2245	1948.7	4.28	26366	17501	17017.6	9348.42	15676.33	7.700902	110.3926	32.24587	0	0	1	1	PEG	USA	-1.27	0.05989	0.083618	0.014787	0.023183			0.050249	0.03337	0.031773						0.0297		0.059412	0.077401	0.018985
1956	Switzerland	CHE	146	5045	11439.05	47.23947	46.31	33626.79	0.220513	30.32635	124.12	7597	6204	17746.86	29606.4	1.5	3.11	22.36974	0.561058	13.55305	0.523681	2611	1963.6	4.28	28635	18727	18209.7	10425.3	17482.14	7.566024	112.5762	32.56757	0	0	1	1	PEG	USA	0.95	0.021195	0.092225	0.020919	0.0233			0.059687	0.032538	0.030705						0.0311		0.057805	0.073561	0.02211
1957	Switzerland	CHE	146	5126	11705.42	48.36702	46.74	34572.43	0.227704	30.92065	-192.6	8447	6714	17978.33	30823.9	2.5	3.64	23.6522	0.401193	14.15256	0.513165	2440	2238.2	4.28	30375	19821	19273.5	11101.5	18616.06	7.413744	112.1203	33.25634	0	0	1	1	PEG	USA	0.38	-0.10254	0.088679	0.007913	0.024442			0.057219	0.03146	0.029757						0.0364		0.0356	0.04454	0.016177
1958	Switzerland	CHE	146	5199	11296.79	46.64347	46.81	36717.67	0.209909	31.48898	956.376	7335	6649	19735.63	33274.5	2.5	3.19	23.61556	0.638767	14.78116	0.492277	2826	2643.2	4.308	31559	21005	20424.8	11134.2	18670.89	7.046632	104.6664	32.95708	0	0	1	1	PEG	USA	-1.54	0.227641	0.029761	0.028066	0.028483			-0.00127	0.031029	0.031069						0.0319		0.065223	0.081238	0.028274
1959	Switzerland	CHE	146	5259	11870.13	49.02266	48.52	40386.74	0.229286	31.28559	756.525	8268	7274	20817.67	36128.7	2	3.08	24.34839	0.495646	15.15155	0.466466	2723	2484.4	4.323	34638	22342	21724.9	12913.1	21653.92	7.099831	104.5277	31.9292	0	0	1	1	PEG	USA	1.73	0.291961	0.063124	0.065247	0.027417			0.030906	0.032218	0.031252						0.0308		0.108222	0.132641	0.046332
1960	Switzerland	CHE	146	5362	12456.73	51.40225	49.97	45433.73	0.24806	31.73564	404.67	9648	8131	23063.93	40293.4	2	3.09	24.47664	0.269931	15.92735	0.406407	3316	2601	4.305	38932	24116	23449.9	15482.1	25961.87	6.73738	102.7133	31.90434	0	0	1	1	PEG	USA	-0.08	0.444604	0.037405	0.058469	0.0271			0.005339	0.032066	0.031896	0.42523	0.013594				0.0309	0.019374	0.150873	0.185549	0.042784
1961	Switzerland	CHE	146	5512	13098.69	54.25764	51.91	50383.45	0.273787	32.32128	-914.992	11644	8822	26208.7	45479.8	2	2.96	22.03997	0.158211	16.89131	0.38598	3406	3267.1	4.316	44701	26399	25669.8	19031.2	31913.34	6.551435	102.4742	32.03696	0	0	1	1	PEG	USA	-1.26	0.493902	-0.06673	0.036641	0.027283			-0.09967	0.032941	0.036588	0.478866	0.010167				0.0296	0.015036	0.14503	0.175157	0.031962
1962	Switzerland	CHE	146	5666	13353.51	55.46662	53.85	55403.42	0.288288	33.71614	-1459.82	12986	9580	28960.38	50567.3	2	3.13	24.01862	0.137518	18.18412	0.368338	4117	3684.2	4.319	49867	28883	28085.2	21781.8	36525.81	6.433665	101.2577	31.61766	0	0	1	1	PEG	USA	0.72	-0.17714	0.128266	0.023125	0.027517			0.089837	0.038429	0.035261	-0.1883	0.013742				0.0313	0.011155	0.019822	0.018281	0.025321
1963	Switzerland	CHE	146	5789	13710.49	57.01155	55.3	61412.26	0.300107	34.87588	-1553.4	13989	10442	30736.84	54984.6	2	3.25	25.48428	0.170934	19.88234	0.365201	4209	4082.9	4.315	55566	31352	30486	25080	42056.55	6.436533	99.34884	31.00665	0	0	1	1	PEG	USA	0.5	-0.00158	0.097513	0.012088	0.027842			0.060783	0.03673	0.034626	-0.01616	0.014818				0.0325	0.014578	0.054646	0.064475	0.019965
1964	Switzerland	CHE	146	5887	14190.76	58.953	56.82	65772.99	0.307083	35.95052	-1773.46	15541	11462	32344.84	59092.2	2.5	3.97	26.60185	0.076013	21.26952	0.356471	5277	4856.6	4.315	60283	33720	32788.6	27494.4	46105.25	6.426023	99.17203	32.17696	0	0	1	1	PEG	USA	0.24	-0.06932	0.080729	0.020835	0.029708			0.043956	0.036773	0.035224	-0.08505	0.017198				0.0397	0.015735	0.033364	0.035666	0.025272
1965	Switzerland	CHE	146	5943	14503.62	60.19911	58.23	70630.86	0.28697	37.17805	-302.26	15929	12861	33593.98	63541.9	2.5	3.95	27.42629	0.083688	22.82705	0.352602	4952	4920.3	4.318	65551	36331	35327.4	30223.6	50681.83	6.362425	99.65804	33.20791	0	0	1	1	PEG	USA	0.4275	-0.07	0.068384	0.046029	0.031883			0.031203	0.037181	0.036056	-0.0879	0.019625				0.0395	0.0179	0.033239	0.031585	0.038956
1966	Switzerland	CHE	146	5996	14727.32	61.11377	59.47	76029.08	0.273965	38.95372	523.567	17004	14204	34308.95	67627.4	3.5	4.16	29.11181	0.09111	24.61964	0.354724	5688	5682.9	4.327	71498	39077	37997.6	33500.4	56176.68	6.66673	99.96928	33.4662	0	0	1	1	PEG	USA	1.04	-0.12095	0.100226	0.022613	0.033225			0.061247	0.03898	0.03673	-0.14228	0.024873				0.0416	0.021334	0.045345	0.050639	0.027919
1967	Switzerland	CHE	146	6063	15010.39	62.26475	60.55	81184.15	0.260483	40.52024	1180.725	17786	15165	35956.67	72450.5	3	4.61	29.22173	0.089056	26.17718	0.358	5718	5873.8	4.325	78203	42229	41062.5	37140.5	62280.75	6.346439	98.93	36.12188	0	0	1	1	PEG	USA	-0.89	0.471908	0.044015	0.055553	0.035717			0.003779	0.040236	0.040084	0.444706	0.018829				0.0461	0.027202	0.138509	0.16455	0.045635
1968	Switzerland	CHE	146	6132	15373.78	63.85838	62.29	87965.7	0.255525	41.49773	3110.346	19425	17349	39865.72	81045	3	4.37	28.59882	0.09403	27.52875	0.355764	6604	6446.7	4.302	86830	46020	44748.8	42081.2	70565.79	5.983891	92.96262	37.938	0	0	1	1	PEG	USA	1.44	0.394943	0.021834	0.05949	0.036042			-0.02122	0.043052	0.043986	0.373778	0.015406				0.0437	0.021165	0.126096	0.146111	0.047766
1969	Switzerland	CHE	146	6212	16030.91	66.60604	64.86	97984.03	0.25794	42.53061	3411.22	22734	20009	42185.94	89162.2	6.25	4.9	28.15912	0.063089	29.20285	0.336298	7108	7080.8	4.318	98939	50103	48719	50220	84213.71	5.915606	86.17719	37.29205	0	0	1	1	PEG	USA	2.56	0.044843	0.031411	0.003875	0.0625			-0.01538	0.046796	0.047527	0.026971	0.017403				0.049	0.017872	0.035188	0.035676	0.033188
1970	Switzerland	CHE	146	6267	16903.62	70.2517	67.78	111309.4	0.275244	44.06853	1549.444	27874	22140	45096.5	96773.5	6.75	5.82	30.19274	0.040762	31.99562	0.313486	7975	7765	4.316	109466	53742	52257.5	57208.5	95932.7	5.588346	82.97111	39.30231	0	0	1	1	PEG	USA	-1.04	-0.1065	0.122711	0.036719	0.0675			0.072088	0.050623	0.047219	-0.12496	0.021104				0.0582	0.018466	0.061252	0.063486	0.052109
1971	Switzerland	CHE	146	6343.293	17381.04	72.39989	70.18	126131.5	0.29249	46.96516	1663.875	29649	23631	54656.82	106805	1.15	5.27	32.58079	0.038153	36.1574	0.310599	8669	8962.5	3.915	119042	58280	56670.2	62371.8	104591	5.591337	81.21328	43.00422	0	0	1	1	PEG	USA	-2.52	0.155002	0.130428	0.102691	0.0115			0.079165	0.051263	0.047502	0.131266	0.020982				0.0527	0.023736	0.121482	0.136836	0.057096
1972	Switzerland	CHE	146	6401.4	17774.39	74.23986	73.36	140559.2	0.296804	50.09313	2411.586	32332	26114	59328.78	120500.9	2.69	4.97	36.78791	0.042838	40.44434	0.306693	10119	10336	3.774	119903	65327	63522.5	56380	94543.39	5.846231	85.65304	43.7603	0	0	1	1	PEG	USA	-0.23	0.207291	0.180737	0.038258	0.0269			0.12922	0.051516	0.045621	0.18484	0.018949				0.0497	0.022452	0.159393	0.188158	0.032579
1973	Switzerland	CHE	146	6441.1	18203.57	76.12616	74.97	152490.5	0.293788	54.47881	2734.692	36574	29943	60547.79	129631	3.64	5.6	41.53427	0.035923	45.35711	0.314296	10847	11625.1	3.244	120763	71248	69280	51483.1	86331.8	6.184952	86.33637	42.65561	0	0	0	0	FLOAT	DEU	0	-0.19999	0.177453	-0.00301	0.0364			0.128839	0.048613	0.043065	-0.22023	0.025953				0.056	0.020238	0.077156	0.092073	0.016696
1974	Switzerland	CHE	146	6460	18414.4	76.79858	74.44	151469.2	0.275585	59.79961	3058.16	42929	35353	61351.78	137534.4	5.97	7.15	41.0408	0.068203	51.05218	0.354534	12012	13051.6	2.54	130321	78011	75856.1	54464.9	91331.97	6.310635	89.31533	42.52932	0	0	0	0	FLOAT	DEU	0	-0.33138	0.03452	0.018756	0.0597			-0.0118	0.046319	0.046872	-0.35847	0.042231				0.0715	0.027093	-0.01016	-0.02468	0.039228
1975	Switzerland	CHE	146	6403.5	17224.02	72.3157	73.07	153419.9	0.240127	63.80407	-6390.18	34271	33418	64655.44	148101.9	2.75	6.44	40.15834	1.047516	54.73676	0.394241	12232	13540.8	2.62	136496	85545	83182	53314	89402.02	6.211578	83.47562	43.26183	0	0	0	0	FLOAT	DEU	0	0.467566	0.030024	0.142224	0.0275			-0.02144	0.051466	0.052594	0.423512	0.030948				0.0644	0.044054	0.114515	0.123384	0.084862
1976	Switzerland	CHE	146	6333.313	17170.32	72.50117	74.74	157559.1	0.205903	64.89886	-3414.6	36874	37015	69984.84	159202.6	1.51	4.99	39.7419	2.444204	55.59728	0.423081	14287	15860	2.4495	145250	94528	91916.9	53333.1	89434.05	6.513517	81.74359	42.6757	0	0	0	0	FLOAT	DEU	0	0.078855	0.044415	0.140571	0.0151			-0.01046	0.054874	0.055454	0.048721	0.028734				0.0499	0.030134	0.058406	0.052481	0.077836
1977	Switzerland	CHE	146	6316.424	17635.29	74.40497	77.19	163919.1	0.207387	65.73298	3847.682	42932	42011	72804.99	172160.6	2.47	4.05	42.55326	1.396688	58.06149	0.409472	14026	15992.9	2	156622	102706	99869	56753	95168.87	6.528434	80.92989	41.39191	0	0	0	0	FLOAT	DEU	0	0.080917	0.126849	0.082302	0.0247			0.07071	0.056139	0.052432	0.050741	0.028719				0.0405	0.030176	0.10173	0.115328	0.053501
1978	Switzerland	CHE	146	6332.568	17662.19	74.65652	78.65	171343.7	0.214208	66.42699	3362.268	42300	41779	89664.3	189991.6	0.66	3.33	43.63021	1.396688	59.673	0.383969	15106	15824.5	1.62	168509	112244	105173	63336	106207.9	6.551536	80.58775	41.24606	0	0	0	0	FLOAT	DEU	0	-0.00512	0.077996	0.076551	0.0066			0.025382	0.052614	0.051311	-0.03449	0.030425				0.0333	0.029376	0.054368	0.057701	0.041576
1979	Switzerland	CHE	146	6350.84	18050.21	76.25711	79.3	184080.1	0.21814	68.85001	-387.701	48739	44080	83410.38	206722.5	1.001667	3.45	46.99377	1.396688	61.76171	0.374011	14898	16612.5	1.58	184397	124017	116797	67600	113358.2	6.427781	82.93365	43.20628	0	0	0	0	FLOAT	DEU	0	0.109289	0.128271	-0.02095	0.010017			0.077011	0.05126	0.047595	0.078272	0.028765				0.0345	0.031017	0.098303	0.123638	-0.00547
1980	Switzerland	CHE	146	6385.229	18779.12	79.18799	80.94	197615.7	0.304517	71.61918	-354.656	60883	49645	83211.77	215527	2.290833	4.77	50.61589	0.698344	65.04733	0.357038	16318	17388.8	1.7635	206536	140158	133273	73263	122854.4	6.40619	86.52679	45.30677	0	0	0	0	FLOAT	DEU	0	0.060668	0.125368	0.022679	0.022908			0.07725	0.048118	0.044667	0.030723	0.029052				0.0477	0.029945	0.093763	0.109751	0.022794
1981	Switzerland	CHE	146	6425.45	18956.18	80.09048	81.3	209358.8	0.307544	76.26743	6163.042	60093	52857	77437.23	224498	2.934167	5.57	55.00835	0.698344	69.20911	0.338774	17402	17574.7	1.7985	229311	155318	150113	79198	132806.8	6.142035	88.24677	48.0838	0	0	0	0	FLOAT	DEU	0	-0.11905	0.133378	0.018929	0.029342			0.086725	0.046653	0.04293	-0.14962	0.035946				0.0557	0.030568	0.070657	0.080658	0.024135
1982	Switzerland	CHE	146	6468.126	18560.4	78.49461	81.07	215683.7	0.291875	80.58051	5054.341	58115	52687	86188.07	236479	1.3225	4.8325	57.72895	1.396688	74.11406	0.333855	18869	19293.1	1.9945	238983	167565	158574	80409	134837.5	6.020835	85.28163	48.5956	0	0	0	0	FLOAT	DEU	0	0.132556	0.096397	0.107153	0.013225			0.049446	0.046951	0.044739	0.097938	0.03153				0.048325	0.034618	0.096836	0.104254	0.060189
