year	country	iso	ifs	pop	rgdpmad	rgdpbarro	rconsbarro	gdp	iy	cpi	ca	imports	exports	narrowm	money	stir	ltrate	hpnom	unemp	wage	debtgdp	revenue	expenditure	xrusd	tloans	tmort	thh	tbus	bdebt	lev	ltd	noncore	crisisJST	crisisJST_old	peg	peg_strict	peg_type	peg_base	JSTtrilemmaIV	eq_tr	housing_tr	bond_tr	bill_rate	rent_ipolated	housing_capgain_ipolated	housing_capgain	housing_rent_rtn	housing_rent_yd	eq_capgain	eq_dp	eq_capgain_interp	eq_tr_interp	eq_dp_interp	bond_rate	eq_div_rtn	capital_tr	risky_tr	safe_tr
1999	Canada	CAN	156	30821	21563.04	88.88023	84.1194	1007.927	0.207141	118.4969	1.220095	319.0083	354.1076	199.95	477.142	4.71975	5.690833	112.2901	7.5831	125.6825	0.913692	184.815	175.875	1.4433	683.5873	341.492	464.042	246.367	1199.454	4.739753	105.1511	60.8459	0	0	1	0	PEG	USA	-0.38																			
2000	Canada	CAN	156	31100	22487.71	92.58755	86.6304	1106.071	0.20155	121.74	27.74534	354.7279	410.9935	225.19	510.32	5.489833	5.885833	113.7428	6.8287	132.3936	0.821269	203.952	183.625	1.5002	708.474	350.241	476.45	263.13	1298.026	4.691116	101.8196	59.80896	0	0	1	0	PEG	USA	1.27																			
2001	Canada	CAN	156	31377	22686.65	93.28402	87.7231	1144.543	0.20826	124.793	25.09591	343.3107	402.1716	253.75	540.224	3.768583	5.7825	115.9273	7.2186	134.5988	0.826591	201.102	187.964	1.5926	743.2443	372.854	507.041	243.946	1392.305	4.630974	103.1184	61.63882	0	0	1	0	PEG	USA	-2.36																			
2002	Canada	CAN	156	31641	23155.14	95.21409	90.0439	1193.694	0.206445	127.6328	19.7654	348.1981	396.0197	268.5	570.306	2.58575	5.661667	124.9535	7.6648	136.0864	0.80554	197.095	187.879	1.5796	775.7928	405.953	554.109	232.105	1469.874	4.518655	103.9913	60.59333	0	0	0	0	FLOAT	USA	0																			
2003	Canada	CAN	156	31889	23406.98	96.18813	91.8679	1254.747	0.206735	131.1325	13.48353	334.3307	381.6545	283.95	605.479	2.870083	5.278333	137.6012	7.5738	138.451	0.765618	203.136	198.741	1.2924	808.0475	431.247	599.057	222.502	1499.51	4.688698	100.329	57.5532	0	0	0	0	FLOAT	USA	0																			
2004	Canada	CAN	156	32135	23952.91	97.89426	94.0405	1335.731	0.216109	133.5461	27.96631	354.8591	395.8971	311.74	644.388	2.219917	5.080833	152.7146	7.1853	143.6405	0.726007	212.09	201.667	1.2036	875.8405	462.098	653.533	239.215	1601.936	4.429811	101.3118	56.32153	0	0	0	0	FLOAT	USA	0																			
2005	Canada	CAN	156	32386	24484.34	100	96.8255	1421.59	0.226926	136.525	25.54109	380.8583	436.3507	340.19	683.068	2.726083	4.385833	167.3779	6.7581	150.2028	0.716082	224.217	223.834	1.1645	949.8773	498.658	714.13	262.554	1590.238	4.434799	101.0193	56.53378	0	0	0	0	FLOAT	USA	0																			
2006	Canada	CAN	156	32657	24967.17	103.1187	100	1496.604	0.23811	139.2793	20.96402	397.0439	440.3651	376.251	746.542	4.034167	4.299167	186.5005	6.3203	156.7284	0.702553	235.315	223.505	1.1653	1029.366	536.492	771.67	299.357	1727.164	4.500441	102.4	59.10262	0	0	0	0	FLOAT	USA	0																			
2007	Canada	CAN	156	32386	25300.08	109.1365	102.452	1577.661	0.239064	142.2468	10.91931	407.3009	450.3208	402.643	797.896	4.151667	4.335	207.0648	6.0361	163.7833	0.665183	249.091	234.368	0.9881	1141.793	586.254	844.511	350.722	2005.632	4.249609	102.6671	58.14248	0	0	0	0	FLOAT	USA	0																			
2008	Canada	CAN	156	33213	25262.07	109.0489	104.445	1657.041	0.241209	145.6393	3.891711	443.592	483.4881	451.954	908.547	2.39	4.04	223.0468	6.1371	169.0709	0.711141	244.023	244.447	1.2246	1242.416	620.283	917.525	386.518	2255.327	4.455685	98.58536	63.10496	0	0	0	0	FLOAT	USA	0																			
2009	Canada	CAN	156	33595.16	24361.02	104.6537	103.609	1571.334	0.227994	146.0758	-42.6754	373.9842	367.2108	506.972	992.156	0.35	3.890833	217.6226	8.344	170.837	0.833014	229.536	259.125	1.0466	1268.502	613.882	956.081	341.214	2181.933	5.525597	97.08305	56.99478	0	0	0	0	FLOAT	USA	0																			
2010	Canada	CAN	156	33972.32	24941.24	106.6941	107.4851	1666.048	0.239268	148.6603	-58.215	413.67	403.9667	550.28	1046.533	0.5975	3.6575	234.2807	8.0555	173.6257	0.839532	233.171	279.771	1.0009	1357.42	672.994	1047.18	339.554	2286.674	5.56005	97.25648	57.79903	0	0	0	0	FLOAT	USA	0																			
2011	Canada	CAN	156	34312.46	25471	108.9798	108.8627	1774.063	0.239741	152.9577	-50.7917	456.0449	456.6125	596.155	1113.83	0.921667	3.214167	249.7847	7.5111	179.0197	0.817779	249.029	275.572	1.021	1487.811	754.1424	1179.199	377.019	2446.529	4.918935	120.7998	62.23024	0	0	0	0	FLOAT	USA	0																			
2012	Canada	CAN	156	34679.62	25645.57	109.7026	109.7287	1827.201	0.241676	155.2973	-64.2724	474.8003	461.5112	645.79	1175.022	0.9725	2.331667	259.2317	7.2918	184.1226	0.854052	255.67	275.829	0.9952	1590.932	856.6815	1293.638	427.699	2555.393	5.269389	122.5848	62.63121	0	0	0	0	FLOAT	USA	0																			
2013	Canada	CAN	156	35048.77	25966.34	111.0779	111.4285	1902.247	0.237401	156.7331	-61.8292	487.3701	479.2247	705.3	1256.092	0.969167	2.718333	265.9014	7.0736	188.8862	0.861291	265.095	276.764	1.064	1678.834	870.9132	1321.73	461.635	2613.21	5.44166	120.9321	61.2934	0	0	0	0	FLOAT	USA	0																			
2014	Canada	CAN	156	35406.92	26441.1	113.1228	113.158	1994.898	0.236592	159.7427	-48.5696	524.6607	529.3336	753.656	1315.913	0.910833	2.598333	280.0671	6.9141	194.8869	0.855794	278.597	270.957	1.1599	1776.197	891.5427	1352.745	518.101	2851.499	5.378974	122.1909	63.46891	0	0	0	0	FLOAT	USA	0																			
2015	Canada	CAN	156	35693.05	26402.31	113.0218	114.9235	1990.441	0.23479	161.5296	-75.6986	548.7067	524.0461	815.904	1395.35	0.503333	2.023333	295.1181	6.9065	198.4344	0.911923	290.921	282.998	1.384	1906.676	979.5478	1444.063	592.729	3120.621	5.522345	121.4759	65.48077	0	0	0	0	FLOAT	USA	0																			
2016	Canada	CAN	156	36067.2	26389.8	112.8683	116.0204	2025.535	0.232089	163.8487	-63.4595	547.341	522.3009	895.146	1515.7	0.5	1.804167	324.3348	6.9989	196.5004	0.917326	296.241	298.754	1.3427	1998.884	1059.116	1527.875	623.88	3203.766	5.71722	117.0716	63.93707	0	0	0	0	FLOAT	USA	0																			
2017	Canada	CAN	156	36510.39	26862.5	114.9125	118.8553	2140.641	0.229925	166.4753	-58.003	575.0243	550.5247	961.536	1604.356	0.71	2.180833	363.8806	6.3397	201.4025	0.888412	315.573	318.404	1.2545	2118.639	1076.049	1557.148	670.388	3396.023	5.826381	119.2473	64.17799	0	0	0	0	FLOAT	USA	0																			
2018	Canada	CAN	156	37018.6	27137.27	116.0534	120.1577	2231.168	0.225602	170.2509	-56.1332	607.3434	587.5121	1004.057	1688.026	1.401667	2.325	378.5943	5.8308	208.3563	0.888319	340.531	333.778	1.3641	2255.591	1121.458	1611.843	762.885	3648.478	5.637668	119.8266	66.00086	0	0	0	0	FLOAT	USA	0																			
2019	Canada	CAN	156	37549.83	27251.08	116.5527	120.4312	2310.712	0.222837	173.5696	-46.2733	613.5274	598.1667	1078.238	1818.013	1.655833	1.725833	383.0255	5.6626	213.1387	0.868206	344.181	353.056	1.3059	2373.757	1176.708	1672.124	813.393	3881.325	5.704768	119.6153	66.02887	0	0	0	0	FLOAT	USA	0																			
2020	Canada	CAN	156	37989.01	25505.01	109.1643	112.0624	2204.905	0.229751	174.8141	-37.5597	561.1588	524.1049	1390.49	2141.864	0.419167	1.075833	405.5044	9.46	220.0512	1.174595	336.656	575.15	1.2856	2480.076	1365.68	1834.715	831.638	4176.119	5.431319	107.2526	64.5669	0	0	0	0	FLOAT	USA	0																			
1870	Switzerland	CHE	146	2655	2875.65	13.981	18.18	1411.787	0.081032	12.8357				157.1782		4.75				1.116375		9.2		4.498449	430.873	196.3858	190.961	239.912	402.3074	37.05722	218.1649	59.45479	1	1	0	0	FLOAT	GBR					0.041															
1871	Switzerland	CHE	146	2680	2930.091	15.22568	16.72	1593.873	0.068952	14.08927				180.395		3.82				1.171128		13	10	4.624884	450.085	220.69	214.594	235.491	394.8939	31.84168	194.9185	59.98481	0	0	0	0	FLOAT	GBR	0				0.0415															
1872	Switzerland	CHE	146	2697	2594.594	15.0932	14.71	1712.643	0.110473	16.98898				191.7745		4.49				1.256003		13	11	4.652019	550.295	265.2845	257.957	292.338	490.2204	29.80463	174.6307	60.82489	0	0	0	0	FLOAT	GBR	0				0.0415															
1873	Switzerland	CHE	146	2715	2619.414	15.52767	18.38	1850.162	0.143663	18.05872				207.7169		5.4				1.359392		15	14	4.570785	637.506	302.0335	293.691	343.816	576.5436	28.09641	193.278	62.97546	0	0	0	0	FLOAT	GBR	0				0.0415															
1874	Switzerland	CHE	146	2733	3174.46	16.33758	19.13	1886.074	0.190502	15.09038				214.9396		4.63				1.375616		16	15	4.653275	740.32	348.4131	338.789	401.531	673.3257	26.66857	188.6843	62.70823	0	0	0	0	FLOAT	GBR	0				0.042															
1875	Switzerland	CHE	146	2750	3590.106	17.72446	20.11	2021.193	0.191075	14.21081				223.1892		4.18				1.438378		19	19	4.507207	786.101	393.8945	383.014	403.087	675.9349	25.42313	196.2786	62.55083	0	0	0	0	FLOAT	GBR	0				0.042															
1876	Switzerland	CHE	146	2768	3404.6	17.50328	21.22	2089.99	0.167417	15.3944				229.3651		3.53				1.451568		19	20	4.648724	883.291	449.9248	437.497	445.794	747.5501	24.87018	190.1388	62.54578	0	0	0	0	FLOAT	GBR	0				0.042															
1877	Switzerland	CHE	146	2786	3078.581	15.58874	18	1918.361	0.143873	15.52564				237.5679		3.65				1.431516		19	20	4.957308	1043.27	506.6969	492.701	550.565	923.2402	23.91234	178.6318	60.28819	0	0	0	0	FLOAT	GBR	0				0.042															
1878	Switzerland	CHE	146	2803	3243.594	15.31223	16.45	1818.148	0.127437	13.88131				245.3145		3.85				1.451427		20	20	5.158922	1179.67	590.5362	574.224	605.444	1015.267	22.95992	192.9431	59.66741	0	0	0	0	FLOAT	GBR	0				0.0425															
1879	Switzerland	CHE	146	2821	3297.917	14.86201	17.92	1765.982	0.1064	13.17633				257.6299		3.35				1.501432		22	20	5.202736	1242.37	638.9256	621.277	621.089	1041.502	22.63468	199.699	58.68575	0	0	1	1	PEG	GBR	0				0.0425															
1880	Switzerland	CHE	146	2839	3427.379	16.02055	18.74	1848.195	0.108105	13.18473				273.8388	942.355	2.97	4.1			1.486483	0.020959	23	22	5.216966	1231.39	654.0538	635.987	595.401	998.4255	22.56814	199.2907	58.40688	0	0	1	1	PEG	GBR	0.56				0.0415											0.041				
1881	Switzerland	CHE	146	2853	3576.686	15.83989	20.41	1837.883	0.103434	12.50219				270.8019	931.2467	4.13	4			1.468248	0.022127	23	23	5.234823	1257.47	657.0528	638.903	618.564	1037.267	23.3521	197.7608	58.22831	0	0	1	1	PEG	GBR	0.54				0.041											0.04				
1882	Switzerland	CHE	146	2863	3429.984	15.43008	17.56	1773.811	0.092005	12.53848				259.5511	892.3676	4.51	4.15			1.490967	0.024014	23	23	5.175408	1266.4	683.5883	664.706	601.696	1008.982	23.95997	190.1296	57.21805	0	0	1	1	PEG	GBR	0.52				0.041											0.0415				
1883	Switzerland	CHE	146	2874	3539.195	14.98426	17.51	1756.55	0.092511	11.98727				268.5151	923.8411	3.03	3.95			1.481869	0.021998	25	24	5.201601	1137.78	631.8902	614.436	523.349	877.6017	22.5488	202.7429	58.846	0	0	1	1	PEG	GBR	-0.35				0.0395											0.0395				
1884	Switzerland	CHE	146	2885	4017.903	16.27456	19.52	1799.081	0.080319	10.77349				285.1817	981.2341	2.91	3.8			1.48602	0.021135	26	25	5.196556	1190.59	666.1775	647.776	542.815	910.2442	22.07808	180.6741	59.06337	0	0	1	1	PEG	GBR	-0.63				0.038											0.038				
1885	Switzerland	CHE	146	2896	4455.422	16.98002	21.44	1794.936	0.078554	9.656342		756	666	284.5657	977.5313	3.11	3.8			1.451499	0.022939	27	25	5.211947	1173.43	664.813	646.449	526.982	883.6939	22.02265	187.0849	59.38689	0	0	1	1	PEG	GBR	-0.27				0.038											0.038				
1886	Switzerland	CHE	146	2907	4623.497	17.53878	18.42	1792.509	0.093779	9.257564		799	667	288.3607	992.3424	3.02	3.65			1.452384	0.023585	28	25	5.19845	1239.45	720.9144	701.001	538.449	902.9229	21.06419	171.8693	59.04995	0	0	1	1	PEG	GBR	0				0.0375											0.0365				
1887	Switzerland	CHE	146	2918	4560.879	17.48078	21.63	1812.968	0.088584	9.455994		837	671	309.0074	1062.695	2.99	3.5			1.489844	0.02138	31	28	5.221131	1277.78	740.3235	719.874	557.902	935.5436	20.76707	183.5411	60.36117	0	0	1	1	PEG	GBR	0.27				0.037											0.035				
1888	Switzerland	CHE	146	2929	4708.034	17.62932	18.23	1847.882	0.107529	9.301783		827	673	303.883	1044.181	3.16	3.5			1.4922	0.019074	33	31	5.205587	1310.4	757.9618	737.025	573.371	961.4835	20.81912	186.1842	60.18196	0	0	1	1	PEG	GBR	-0.02				0.037											0.035				
1889	Switzerland	CHE	146	2940	4557.506	18.08087	18.53	1934.912	0.111685	10.02392		907	695	310.6659	1068.249	3.75	3.55			1.515953	0.032695	35	34	5.194977	1388.17	776.9986	755.536	632.631	1060.856	20.38584	186.9746	59.92935	0	0	1	1	PEG	GBR	0.31				0.0365											0.0355				
1890	Switzerland	CHE	146	2951	4830.036	19.42171	18.66	2148.545	0.128831	10.46347		954	703	322.214	1107.128	3.92	3.55			1.541109	0.038158	39	38	5.200302	1466.41	810.9988	788.597	677.812	1136.62	20.38234	192.1559	60.61146	0	0	1	1	PEG	GBR	0.97				0.0365											0.0355				
1891	Switzerland	CHE	146	2965	4558.058	18.11371	19.79	2136.344	0.143001	10.74528		932	672	310.7332	1068.249	3.95	3.6			1.572401	0.033544	39	43	5.20853	1558.6	870.0365	846.004	712.598	1194.953	20.88268	195.311	60.22649	0	0	1	1	PEG	GBR	-1.03				0.0365											0.036				
1892	Switzerland	CHE	146	3002	4816.413	19.43839	24.81	2253.164	0.129063	10.59825		869	658	315.7004	1084.912	3.12	3.45			1.588047	0.032861	43	54	5.174118	1621.34	922.0729	896.603	724.736	1215.307	20.2455	194.0814	59.7231	0	0	1	1	PEG	GBR	-1.2				0.036											0.0345				
1893	Switzerland	CHE	146	3040	4863.618	20.05914	23.59	2289.433	0.137152	10.37565		828	646	330.1243	1134.899	3.39	3.11			1.603692	0.032546	46	54	5.189755	1837.1	1030.694	1002.22	834.874	1399.997	20.81192	183.7986	58.82775	0	0	1	1	PEG	GBR	0.7				0.036											0.0311				
1894	Switzerland	CHE	146	3077	4750.667	19.28381	22.91	2286.064	0.140547	10.31382		826	621	346.2222	1190.441	3.63	3.02			1.658453	0.044313	49	48	5.166	1916.28	1110.082	1079.42	836.866	1403.337	18.8179	193.5615	58.9842	0	0	1	1	PEG	GBR	-1.16				0.036											0.0302				
1895	Switzerland	CHE	146	3114	4944.243	21.15017	22.96	2481.26	0.149481	10.04175		916	663	358.5096	1233.022	3.8	2.94			1.689744	0.039594	51	47	5.169628	2092.53	1222.065	1188.31	904.22	1516.283	18.43301	189.8891	58.36537	0	0	1	1	PEG	GBR	-0.17				0.0345											0.0294				
1896	Switzerland	CHE	146	3151	5203.847	21.30157	24.26	2644.608	0.171254	9.918081		994	688	396.3178	1362.619	4.08	2.87			1.728859	0.037066	55	48	5.187726	2322.59	1352.171	1314.82	1007.77	1689.925	17.97244	192.428	57.82928	0	0	1	1	PEG	GBR	0.67				0.034											0.0287				
1897	Switzerland	CHE	146	3188	5335.547	22.05419	25.33	2828.709	0.179729	10.06648		1027	693	421.8149	1449.634	4.15	2.93			1.764062	0.035889	56	52	5.193662	2515.02	1462.997	1422.59	1092.43	1831.891	17.63308	198.9614	59.67729	0	0	1	1	PEG	GBR	0.31				0.034											0.0293				
1898	Switzerland	CHE	146	3226	5501.353	22.07885	26.13	2919.15	0.188411	10.44985		1065	724	434.4022	1494.068	4.38	2.97			1.799265	0.034701	57	56	5.237338	2774.29	1571.189	1527.79	1246.5	2090.251	17.46731	200.3902	59.46825	0	0	1	1	PEG	GBR	0.88				0.0345											0.0297				
1899	Switzerland	CHE	146	3263	5608.257	22.98491	25.19	2978.516	0.196339	10.12831		1160	796	450.0516	1547.758	4.85	3.775			1.81491	0.035918	62	59	5.214016	2988.64	1656.603	1610.84	1377.8	2310.427	17.05508	204.0286	58.42077	0	0	1	1	PEG	GBR	0.52				0.0365											0.03775				
1900	Switzerland	CHE	146	3300	5898.959	22.90185	27.8	3072.682	0.184302	9.757315		1111	836	477.5959	1642.179	4.75	3.82			1.830556	0.036873	59	60	5.201063	3217.58	1800.879	1751.13	1466.44	2459.067	16.50082	202.8025	58.50368	0	0	1	1	PEG	GBR	0.48	0.067178		0.013076	0.039						0.020211	0.04465				0.0382	0.045552			0.026038
1901	Switzerland	CHE	146	3341	5635.668	22.32477	25.78	3074.5	0.175964	9.880981		1050	837	472.7181	1625.516	4.19	3.6025	4.196622		1.850113	0.035555	58	61	5.17617	3362.03	1906.276	1853.62	1508.41	2529.447	16.56934	198.2855	56.67521	0	0	1	1	PEG	GBR	-0.5	0.031808		0.100057	0.0385					0.044938	-0.01074	0.042964				0.036025	0.042502			0.069279
1902	Switzerland	CHE	146	3384	5791.703	22.5574	25.8	3209.382	0.154485	9.942815		1129	874	524.0354	1801.398	3.99	3.4775	3.961004		1.877494	0.035226	62	61	5.185262	3469.85	2006.904	1951.47	1518.38	2546.165	15.85301	196.1674	57.26188	0	0	1	1	PEG	GBR	-0.19	0.084645	-0.01288	0.039586	0.0371			-0.05714	0.044258	0.04694	0.042189	0.040733				0.034775	0.042451	0.009733	0.008872	0.038343
1903	Switzerland	CHE	146	3428	5678.997	21.85757	25.34	3245.148	0.14098	10.14068		1196	889	541.0799	1860.642	3.97	3.4775	3.659162		1.893139	0.046841	66	63	5.177419	3644.48	2087.426	2029.77	1614.71	2707.7	16.04384	192.6288	56.00034	0	0	1	1	PEG	GBR	0.44	0.076505	-0.02895	0.028934	0.0367			-0.07576	0.046809	0.050646	0.034811	0.038967				0.034775	0.040324	-0.00325	-0.0047	0.032817
1904	Switzerland	CHE	146	3472	6067.478	22.57633	26.26	3445.134	0.145248	10.14068		1240	891	578.8477	1990.239	3.89	3.523333	4.142612		1.936165	0.03788	66	66	5.180188	3880.87	2215.382	2154.19	1726.68	2895.463	15.9446	194.4082	55.74299	0	0	1	1	PEG	GBR	-0.73	0.142681	0.183283	0.022633	0.0365			0.131148	0.052136	0.046091	0.101338	0.038605				0.035233	0.042517	0.169027	0.173533	0.029566
1905	Switzerland	CHE	146	3461	6301.792	23.1622	25.96	3661.239	0.157269	10.48695		1380	969	629.0046	2162.418	4.04	3.535833	5.021113		1.994837	0.036836	78	66	5.179064	4203.98	2364.573	2299.26	1904.73	3194.034	15.65634	195.963	55.98434	0	0	1	1	PEG	GBR	-0.12	0.074149	0.261034	0.033728	0.0365			0.21256	0.048474	0.039976	0.034881	0.035379				0.035358	0.036613	0.206432	0.211699	0.035114
1906	Switzerland	CHE	146	3560	6591.671	24.90518	27.78	4040.623	0.176829	10.78375		1469	1071	702.4585	2416.057	4.59	3.549167	5.195285		2.147383	0.032059	77	72	5.191453	4597	2545	2474.7	2122.3	3558.876	15.05512	194.0481	56.08083	0	0	1	1	PEG	GBR	1.43	0.068052	0.078057	0.037066	0.037			0.035857	0.0422	0.040739	0.026146	0.040278				0.035492	0.041332	0.074398	0.075407	0.037033
1907	Switzerland	CHE	146	3604	6557.288	24.72636	26.69	4265.065	0.195003	11.09292		1687	1153	777.67	2673.4	5.5	3.6575	5.718584		2.252992	0.029588	87	81	5.190688	4942	2709	2634.17	2307.83	3869.99	15.65889	201.7966	56.86102	0	0	1	1	PEG	GBR	0.48	-0.07124	0.144534	-0.00565	0.038			0.1	0.044534	0.040485	-0.11186	0.044409				0.036575	0.039442	0.087216	0.089023	0.016176
1908	Switzerland	CHE	146	3647	6572.756	24.02213	25.95	4289.541	0.20114	11.24132		1487	1038	756.6996	2854.1	3.5	3.735	6.406303		2.331221	0.030353	85	88	5.170175	5262	2891	2811.14	2450.86	4109.837	15.47939	202.3068	56.41756	0	0	1	1	PEG	GBR	-2.15	0.091075	0.16352	0.026209	0.0395			0.120629	0.042891	0.038274	0.044347	0.044247				0.03735	0.04621	0.140731	0.143502	0.032855
1909	Switzerland	CHE	146	3691	6664.735	24.95828	27.07	4586.81	0.169072	11.42682		1602	1098	800.6615	3143.9	4	3.64	6.654963		2.432919	0.035499	91	94	5.168167	5651	3079	2993.95	2657.05	4455.596	14.8863	197.1738	55.48307	0	0	1	1	PEG	GBR	-0.03	0.115832	0.078712	0.046984	0.0395			0.037441	0.041271	0.039781	0.071008	0.040711				0.0364	0.043601	0.0877	0.089046	0.043242
1910	Switzerland	CHE	146	3735	6884.952	25.55172	27.45	4817.195	0.178403	11.90912		1745	1196	809.2517	3337.5	4.5	3.7	6.638402		2.487679	0.032896	96	91	5.193867	6124	3305	3213.71	2910.29	4880.253	15.25192	202.9158	55.80612	1	1	1	1	PEG	GBR	0.87	0.063082	0.039371	0.008411	0.0395			-0.0015	0.040874	0.040936	0.020028	0.040267				0.037	0.041073	0.045734	0.046338	0.023956
1911	Switzerland	CHE	146	3776	6926.688	25.82813	27.49	4988.999	0.180758	12.19355		1802	1257	859.7826	3511.6	4	3.849167	7.318476		2.542439	0.030266	99	99	5.198656	6515	3530	3432.49	3082.51	5169.048	14.87334	205.3262	56.68851	0	0	1	1	PEG	GBR	-0.25	0.037536	0.143815	0.018785	0.0395			0.10241	0.041405	0.037559	-0.00528	0.042057				0.038492	0.041834	0.110536	0.112638	0.029142
1912	Switzerland	CHE	146	3819	7211.932	25.84143	28.02	5184.099	0.181034	12.63875		1979	1358	933.0523	3571.8	5	4.019167	7.201762		2.601111	0.02867	103	101	5.199356	6841	3679	3577.38	3263.62	5472.751	14.39637	210.5571	58.00155	0	0	1	1	PEG	GBR	0.71	0.007718	0.020882	-0.0057	0.04			-0.01639	0.037275	0.037896	-0.03766	0.045458				0.040192	0.043746	0.01719	0.017191	0.017152
1913	Switzerland	CHE	146	3864	7092.612	25.08728	27.78	5192.402	0.19334	12.36668		1920	1376	864.583	3572.3	4.5	4.17	6.999296	1.891021	2.64398	0.029183	104.4	121.2	5.197852	7047	3814	3708.65	3338.35	5598.065	14.77748	214.1945	58.60073	0	0	1	1	PEG	GBR	0.75	0.046336	0.009289	0.033392	0.0415			-0.02778	0.037067	0.038126	0.002187	0.044854				0.0417	0.044952	0.020068	0.019617	0.037446
1914	Switzerland	CHE	146	3897	6638.709	24.31236	25.67	4858.709		12.58929		1478	1187	1309.002	3744.8	5	4.16	6.400127	2.22105	2.675428	0.068125	82.5	223.9	5.114616	7071	3912	3803.94	3267.06	5478.52	14.98922	211.2007	57.56116	0	0	0	0	FLOAT	HYBRID		0.060359	-0.04863	0.021214	0.0415			-0.08571	0.037088	0.040565	0.014272	0.045686				0.0416	0.046338	-0.0137	-0.01634	0.031357
1915	Switzerland	CHE	146	3883	6623.333	25.1595	26.92	5222.711		14.47768		1680	1670	1349.174	4017.4	4.5	4.75	6.336202	2.022413	2.671517	0.115266	84.3	300.3	5.3274	7183	3966	3856.45	3326.55	5578.278	14.30769	193.1953	55.4997	0	0	0	0	FLOAT	HYBRID		-0.01672	0.030054		0.042			-0.00938	0.039429	0.039802	-0.05885	0.044937				0.0475	0.042292		0.01734	
1916	Switzerland	CHE	146	3883	7058.37	25.29464	26.03	6537.628		16.86964		2379	2448	1651.349	4555.1	4.5	4.85	6.472907	1.903177	2.882735	0.140571	198.8	346.3	5.2202	7395	4022	3910.9	3484.1	5842.473	13.65374	172.6997	52.61702	0	0	0	0	FLOAT	HYBRID		0.083259	0.060757	0.032047	0.042			0.020505	0.040252	0.039444	0.035543	0.048299				0.0485	0.050015	0.062742	0.06606	0.037023
1917	Switzerland	CHE	146	3888	6820.661	23.37345	26.09	7915.57		21.52768		2405	2323	2017.192	5161	4.5	5.03	7.340821	1.814388	3.477275	0.153369	244.6	465.5	4.7687	7780	4180	4064.54	3715.46	6230.439	12.97643	160.3793	51.15788	0	0	0	0	FLOAT	HYBRID		-0.02212	0.176639	0.013565	0.042			0.134467	0.042172	0.037174	-0.07088	0.052758				0.0503	0.049019	0.123655	0.137729	0.027783
1918	Switzerland	CHE	146	3880	6217.18	20.89524	24.99	9568.996		25.68214		2401	1963	2888.344	5980.2	5.5	5.34	9.090896	1.806316	4.513807	0.169506	303.6	547.1	4.3793	8408	4277	4158.86	4249.14	7125.365	13.06165	151.6321	48.73336	0	0	0	0	FLOAT	HYBRID		0.050555	0.280474	-0.00145	0.042			0.23842	0.042055	0.033958	-0.00304	0.055562				0.0534	0.055394	0.20779	0.238427	0.020273
1919	Switzerland	CHE	146	3869	6175.758	22.2104	26.46	9758.266		27.94821		3533	3298	3028.315	6584.2	5	5.56	9.506465	2.499083	5.859344	0.202802	357.6	573	5.2679	9022	4382	4260.96	4761.04	7983.768	12.51858	149.5938	48.75085	0	0	0	0	FLOAT	HYBRID		-0.06939	0.084333	0.001031	0.042			0.046205	0.038128	0.036444	-0.12816	0.074557				0.0556	0.065002	0.052309	0.058378	0.021515
1920	Switzerland	CHE	146	3877	6567.966	24.1141	27.98	11072.7		28.2		4243	3277	2969.951	6789.7	5	7	9.779081	2.540846	6.790268	0.18794	439.4	616.3	5.9161	9327	4436	4313.47	5013.53	8407.168	12.91908	148.283	47.80949	0	0	0	0	FLOAT	HYBRID	0	-0.15304	0.068766	-0.04483	0.043			0.028391	0.040375	0.039261	-0.21901	0.085264				0.07	0.06659	0.034447	0.041192	-0.00091
1921	Switzerland	CHE	146	3876	5543.014	22.57214	26.26	8244.744		25.17857	-174	2296	2140	2855.499	6604	4	6.1	9.834583	12.5145	6.985841	0.260044	312.5	539.8	5.7624	9102	4581	4454.46	4647.54	7793.44	13.24459	149.7532	47.89988	0	0	0	0	FLOAT	HYBRID	0	-0.13197	0.045203	0.204911	0.0455			0.005112	0.04009	0.039886	-0.20326	0.107125				0.061	0.08535	0.04192	0.020502	0.125205
1922	Switzerland	CHE	146	3874	6486.719	24.759	29.06	7699.931		20.64643	77	1914	1762	2853.73	6604	3	4.8	9.753464	14.22542	6.273958	0.287535	382.4	426.2	5.2452	9094	4760	4628.52	4465.48	7488.145	13.57568	151.1384	47.49105	0	0	0	0	FLOAT	HYBRID	0	0.272035	0.033673	0.217276	0.0435			-0.00814	0.041812	0.042155	0.217917	0.043109				0.048	0.052503	0.086809	0.075009	0.130388
1923	Switzerland	CHE	146	3883	6711.095	26.65451	31.06	8357.041		20.64643	-163	2243	1760	2709.465	6982.2	4	4.79	8.964759	7.021352	5.968865	0.278448	338.8	427.9	5.5371	9377	5030	4891.06	4485.94	7522.454	13.48449	150.5378	46.30172	0	0	0	0	FLOAT	HYBRID	0	0.142591	-0.03776	-0.00053	0.0395			-0.08103	0.043264	0.047079	0.095967	0.044161				0.0479	0.048399	0.000306	-0.00462	0.019484
